name, address, review, score
"예원새마을작은도서관", 제주특별자치도 제주시 애월읍 예원로 95, 0, 0.0
"수산리문고", 제주특별자치도 제주시 애월읍 하소로 157, 0, 0.0
"유수암청소년공부방", 제주특별자치도 제주시 애월읍 유수암로 16, 0, 0.0
"유수암리새마을작은도서관", 제주특별자치도 제주시 애월읍 유수암로 16, 0, 0.0
"그레이스영어작은도서관", 제주특별자치도 서귀포시 천제연로 103-15 3층, 1, 5.0
"색달새마을문고", 제주특별자치도 서귀포시 색달로72번길 2, 0, 0.0
"고성1리새마을작은도서관", 제주특별자치도 제주시 애월읍 광성로 61-1, 0, 0.0
"하귀1리새마을작은도서관", 제주특별자치도 제주시 애월읍 하귀10길 5, 0, 0.0
"하귀휴먼시아1단지새마을작은도서관", 제주특별자치도 제주시 애월읍 하귀9길 45, 0, 0.0
"외도아름새마을작은도서관", 제주특별자치도 제주시 우정로18길 25, 0, 0.0
"서부도서관", 제주특별자치도 서귀포시 중문관광로 346, 4, 2.8
"푸른새마을작은도서관", 제주특별자치도 서귀포시 천제연로 239 중문푸른마을주공아파트 관리동, 0, 0.0
"광령1리새마을작은도서관", 제주특별자치도 제주시 애월읍 광성로 298-1, 0, 0.0
"외도1차부영새마을작은도서관", 제주특별자치도 제주시 우정로11길 22, 0, 0.0
"외도2차부영새마을작은도서관", 제주특별자치도 제주시 우평로 318 부영아파트 관리동2층, 0, 0.0
"꼬마도서관", 제주특별자치도 제주시 도남동 46, 0, 0.0
"회수새마을작은도서관", 제주특별자치도 서귀포시 중산간서로 654 회수마을회관, 0, 0.0
"하원애향새마을작은도서관", 제주특별자치도 서귀포시 하원로19번길 20-6 하원복지회관 3층, 0, 0.0
"월산새마을문고", 제주특별자치도 제주시 월산남길 5, 0, 0.0
"제주특별자치도작은도서관협회", 제주특별자치도 제주시 월광로 37 지하1층, 0, 0.0
"오도새마을작은도서관", 제주특별자치도 제주시 오도길 31, 0, 0.0
"제주서부방음도서관", 제주특별자치도 제주시 도공로 54, 0, 0.0
"도두1동새마을작은도서관", 제주특별자치도 제주시 도두1길 9-1, 0, 0.0
"도두1동새마을문고", 제주특별자치도 제주시 도두1길 13, 0, 0.0
"도순새마을 작은도서관", 제주특별자치도 서귀포시 도순남로 11, 0, 0.0
"제주시탐라도서관", 제주특별자치도 제주시 정원로 50, 28, 3.7
"혜낭도서관", 제주특별자치도 제주시 노형1길 28, 0, 0.0
"노형꿈틀작은도서관", 제주특별자치도 제주시 노형로 351 2층, 1, 0.0
"뜨란채새마을작은도서관", 제주특별자치도 제주시 수덕로 44, 0, 5.0
"정든새마을작은도서관", 제주특별자치도 제주시 정존11길 68 정든마을 복지동 1F, 0, 0.0
"바오밥작은도서관", 제주특별자치도 제주시 정존15길 33 3층, 0, 0.0
"탐라스마트도서관", 제주특별자치도 제주시 월랑로 91, 0, 0.0
"캠코브러리 32호점", 제주특별자치도 제주시 월랑북길 30-5, 0, 0.0
"꿈자람책방", 제주특별자치도 제주시 월랑로 91 2층, 0, 0.0
"용흥새마을문고", 제주특별자치도 서귀포시 용흥로 67 용흥복지회관 2층, 0, 0.0
"용흥작은도서관", 제주특별자치도 서귀포시 용흥로 55 2층, 0, 0.0
"노형부영2차새마을작은도서관", 제주특별자치도 제주시 과원로 11, 0, 0.0
"원앙새마을작은도서관", 제주특별자치도 제주시 원노형로 93, 0, 0.0
"으뜸새마을작은도서관", 제주특별자치도 제주시 진군1길 3, 0, 0.0
"해오름새마을작은도서관", 제주특별자치도 제주시 연화로 16 해오름아파트 104동 지하1층, 0, 0.0
"행복나눔작은도서관", 제주특별자치도 제주시 원노형로 46 206호, 0, 0.0
"꼬마도서관", 제주특별자치도 제주시 도남동 46, 0, 0.0
"연동대림새마을작은도서관", 제주특별자치도 제주시 국기로 14, 0, 0.0
"놀이도서관", 제주특별자치도 제주시 국기로 5, 0, 0.0
"제주한라병원 도서실", 제주특별자치도 제주시 도령로 65, 0, 0.0
"새삶새마을문고", 제주특별자치도 제주시 도령북길 8, 0, 0.0
"새삶청소년공부방", 제주특별자치도 제주시 도령북길 8 제일APT 가/지하, 0, 0.0
"꿈꾸는북라이크작은도서관", 제주특별자치도 제주시 서해안로 456-8, 0, 0.0
"제주꿈바당어린이도서관", 제주특별자치도 제주시 연오로 140 본관, 18, 5.0
"상승새마을작은도서관", 제주특별자치도 제주시 신대로 101, 0, 0.0
"꼬마도서관", 제주특별자치도 제주시 도남동 46, 0, 0.0
"설문대어린이도서관", 제주특별자치도 제주시 신대로10길 48-9 2층, 0, 0.0
"반딧불이작은도서관", 제주특별자치도 제주시 연삼로 22 4층, 0, 0.0
"서귀포시중앙도서관", 제주특별자치도 서귀포시 김정문화로 32, 8, 4.8
"연미새마을작은도서관", 제주특별자치도 제주시 연사길 142 연미마을회관 2층, 0, 0.0
"꿈왓작은도서관", 제주특별자치도 제주시 용문로11길 22, 0, 0.0
"하늘길방음작은도서관", 제주특별자치도 제주시 용마로2길 38, 1, 4.5
"성화새마을작은도서관", 제주특별자치도 제주시 용해로 55, 0, 1.0
"신머들새마을작은도서관", 제주특별자치도 서귀포시 서호남로 92-16 커뮤니티건물1층, 0, 0.0
"북소랑", 제주특별자치도 서귀포시 일주동로 9185 1층, 0, 0.0
"서귀포 악기도서관", 제주특별자치도 서귀포시 월드컵로 33, 4, 0.0
"상상영어도서관", 제주특별자치도 서귀포시 서호중앙로 55 A동 9층 913호, 0, 0.0
"재외동포재단 자료실", 제주특별자치도 서귀포시 신중로 55, 0, 0.0
"국세공무원교육원 도서관", 제주특별자치도 서귀포시 서호중로 19, 0, 0.0
"한라도서관", 제주특별자치도 제주시 오남로 221, 8, 3.5
"제주한라도서관운영사업소", 제주특별자치도 제주시 오남로 221, 0, 0.0
"불기도서관", 제주특별자치도 제주시 오남로 92 2층, 0, 0.0
"참꽃작은도서관", 제주특별자치도 제주시 오라로16길 1, 0, 0.0
"오라공설새마을작은도서관", 제주특별자치도 제주시 공설로5길 4, 0, 0.0
"사평새마을작은도서관", 제주특별자치도 제주시 사평4길 33, 0, 0.0
"제주스카우트새마을작은도서관", 제주특별자치도 제주시 평전3길 34-1, 0, 0.0
"성짓골작은도서관", 제주특별자치도 제주시 무근성1길 9 2층, 1, 3.0
"꿈틔움새마을작은도서관", 제주특별자치도 서귀포시 서호남로 92-15, 0, 0.0
"호근새마을작은도서관", 제주특별자치도 서귀포시 호근남로 6 호근복지회관 2층, 0, 0.0
"꼬마도서관", 제주특별자치도 제주시 도남동 46, 0, 0.0
"도남해모로새마을작은도서관", 제주특별자치도 제주시 도남서길 14 105동 1층, 0, 0.0
"이도1동새마을작은도서관", 제주특별자치도 제주시 중앙로25길 17, 0, 0.0
"차세대작은도서관", 제주특별자치도 제주시 광양2길 33 3층, 0, 0.0
"꿈이있는작은도서관", 제주특별자치도 제주시 홍랑길 10, 1, 0.0
"월드컵새마을작은도서관", 제주특별자치도 제주시 서광로29길 25, 0, 0.0
"새날작은도서관", 제주특별자치도 제주시 광양4길 32 탐라장애인복지관 1층, 0, 0.0
"제주김영수도서관", 제주특별자치도 제주시 중앙로8길 18, 0, 3.3
"김영수도서관친구들", 제주특별자치도 제주시 칠성로길 8 3층, 0, 0.0
"달리도서관", 제주특별자치도 제주시 신성로12길 21-2 2층, 1, 5.0
"꿈썸작은도서관", 제주특별자치도 제주시 남광북3길 46-12, 0, 0.0
"이도주공새마을작은도서관", 제주특별자치도 제주시 구남로 43, 0, 0.0
"이도쉐마작은도서관", 제주특별자치도 제주시 구남로 46, 0, 0.0
"꿈에그린도서관 81호점", 제주특별자치도 제주시 구남로 31, 0, 0.0
"제주기적의도서관", 제주특별자치도 제주시 동광로12길 19, 6, 3.0
"일도2동새마을작은도서관", 제주특별자치도 제주시 신선동길 15 새마을회관 2층, 0, 0.0
"제주도문화정보점자도서관", 제주특별자치도 제주시 동광로 56 길용파크빌라트 2층, 0, 5.0
"두맹이작은도서관", 제주특별자치도 제주시 동문로14길 16-1, 1, 0.0
"일도새마을작은도서관", 제주특별자치도 제주시 신산로 8, 0, 0.0
"캠코브러리 25호점", 제주특별자치도 제주시 만덕로4길 1, 0, 0.0
"아라스위첸새마을작은도서관", 제주특별자치도 제주시 아란9길 22 아라스위첸A 109동, 0, 0.0
"염광새마을작은도서관", 제주특별자치도 제주시 인다15길 5, 0, 0.0
"복지새마을작은도서관", 제주특별자치도 제주시 인다12길 1 아라종합사회복지관 2층, 0, 0.0
"월두새마을작은도서관", 제주특별자치도 제주시 월두2길 63-1 은성종합사회복지관 2층, 0, 0.0
"별이내리는숲", 제주특별자치도 제주시 연삼로 489, 30, 4.0
"한일베라체새마을작은도서관", 제주특별자치도 제주시 신설로 55, 0, 0.0
"혜성무지개새마을작은도서관", 제주특별자치도 제주시 남광로 65, 0, 0.0
"햇살좋은 한마음도서관", 제주특별자치도 제주시 연신로 52 5층, 0, 0.0
"제주도서관", 제주특별자치도 제주시 연삼로 489, 9, 3.0
"사람꽃작은도서관", 제주특별자치도 제주시 천수로 52 2층, 0, 0.0
"호꼼슬로작은도서관", 제주특별자치도 제주시 연수로2길 28-4, 0, 0.0
"신천지새마을작은도서관", 제주특별자치도 제주시 천수로 72, 0, 0.0
"일도우성새마을작은도서관", 제주특별자치도 제주시 태성로 3, 0, 0.0
"일도성환아파트새마을문고", 제주특별자치도 제주시 태성로 21, 0, 0.0
"한국디지털종합도서관", 제주특별자치도 제주시 천수로 42 지하, 0, 0.0
"우당도서관", 제주특별자치도 제주시 사라봉동길 30, 26, 4.5
"하늘나무도서관", 제주특별자치도 제주시 고마로1길 26, 0, 0.0
"항운노조새마을작은도서관", 제주특별자치도 제주시 임항로 191, 0, 0.0
"삼매봉도서관", 제주특별자치도 서귀포시 남성중로153번길 15, 9, 4.4
"한우리독서문화원문고", 제주특별자치도 서귀포시 중앙로117번길 7 우리집정식), 0, 0.0
"매직오브리딩작은도서관", 제주특별자치도 서귀포시 중산간동로 8067 2층, 0, 0.0
"지오숲새마을작은도서관", 제주특별자치도 서귀포시 중앙로195번길 7 103동 101호, 0, 0.0
"아담한새마을작은도서관", 제주특별자치도 서귀포시 홍중로 97 지산오차드힐 아파트, 0, 0.0
"아라아이파크새마을작은도서관", 제주특별자치도 제주시 인다1길 20 107동, 0, 0.0
"마크누리", 제주특별자치도 제주시 금월길 81 1층, 0, 0.0
"일도대림새마을작은도서관", 제주특별자치도 제주시 태성로 39, 0, 0.0
"중앙꿈쟁이작은도서관", 제주특별자치도 서귀포시 동문로 55 2층, 2, 0.0
"서귀포JC새마을작은도서관", 제주특별자치도 서귀포시 천지연로 29, 0, 0.0
"서귀포중앙교회문고", 제주특별자치도 서귀포시 태평로439번길 8, 0, 0.0
"서귀포기적의도서관", 제주특별자치도 서귀포시 일주동로 8593, 17, 2.5
"서귀포도서관", 제주특별자치도 서귀포시 중앙로150번길 4-1, 4, 2.5
"오석새마을작은도서관", 제주특별자치도 서귀포시 중동로 43-2, 0, 0.0
"한우리작은도서관", 제주특별자치도 서귀포시 중앙로117번길 5, 0, 0.0
"소랑호꼴락작은도서관", 제주특별자치도 서귀포시 동문로 1 제주권역재활병원, 0, 0.0
"동홍6새마을작은도서관", 제주특별자치도 서귀포시 중앙로 198-9 관리사무소 1층, 0, 0.0
"청풍작은도서관", 제주특별자치도 제주시 청풍길 13, 1, 0.0
"동홍3희망새마을문고", 제주특별자치도 서귀포시 태평로512번길 9, 0, 0.0
"희망새마을작은도서관", 제주특별자치도 서귀포시 태평로512번길 13 상가동 104,105호, 0, 0.0
"퐁낭작은도서관", 제주특별자치도 서귀포시 동홍중앙로 56, 2, 0.0
"동홍1새마을작은도서관", 제주특별자치도 서귀포시 동홍중앙로 10 동흥아파트1단지내, 0, 0.0
"산남새마을작은도서관", 제주특별자치도 서귀포시 동홍중앙로 10 동흥아파트1단지내, 0, 0.0
"동홍대림새마을작은도서관", 제주특별자치도 서귀포시 동홍동 498-2, 0, 0.0
"아르미새마을작은도서관", 제주특별자치도 서귀포시 동홍로162번길 30 관리동 2층, 0, 0.0
"꿈에그린2단지새마을작은도서관", 제주특별자치도 제주시 첨단로동길 74 213동 지하1층, 0, 0.0
"월평새마을작은도서관", 제주특별자치도 제주시 월평5길 2, 0, 0.0
"동화새마을작은도서관", 제주특별자치도 제주시 동화로1길 35, 0, 0.0
"삼화2차부영새마을작은도서관", 제주특별자치도 제주시 화삼로 12, 0, 0.0
"삼화LH2새마을작은도서관", 제주특별자치도 제주시 화삼로 32 202동, 0, 0.0
"열린새마을작은도서관", 제주특별자치도 제주시 동화로1길 10 화북4아파트 관리동 2층, 0, 0.0
"한라마을도서관", 제주특별자치도 제주시 일주동로 293-1, 1, 0.0
"화북1단지새마을작은도서관", 제주특별자치도 제주시 동화로1길 11, 0, 0.0
"용강새마을작은도서관", 제주특별자치도 제주시 아봉로 549, 0, 0.0
"제주점자도서관", 제주특별자치도 제주시 아봉로 433 제주시각장애인복지관내 2층, 0, 0.0
"도련LH새마을작은도서관", 제주특별자치도 제주시 도련2길 14 102동 1층, 0, 0.0
"도련1동새마을작은도서관", 제주특별자치도 제주시 도련안길 44 1층, 0, 0.0
"삼화LH3새마을작은도서관", 제주특별자치도 제주시 화삼로 110, 0, 0.0
"도련2동새마을문고", 제주특별자치도 제주시 매촌서2길 21-3, 0, 0.0
"꿈꾸는새마을작은도서관", 제주특별자치도 제주시 화삼북로 87 NHF제주삼화1단지 111동 커뮤니티센터 1층, 0, 0.0
"봉아름작은도서관", 제주특별자치도 제주시 번영로 503, 0, 0.0
"원당작은도서관", 제주특별자치도 제주시 선사로4길 42 복지회관3층, 0, 0.0
"보목꿈터작은도서관", 제주특별자치도 서귀포시 칠십리로 483-1 보목동복지회관 2층, 0, 0.0
"서귀포시 동부도서관", 제주특별자치도 서귀포시 일주동로 8232, 10, 5.0
"하례2리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 하례돈야로 83, 0, 0.0
"하효새마을작은도서관", 제주특별자치도 서귀포시 하효중앙로 132 하효복지회관 3층, 0, 0.0
"신촌리새마을작은도서관", 제주특별자치도 제주시 조천읍 신촌서5길 63, 0, 0.0
"하례1리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 하례중앙로 95 하례1리복지회관1층, 0, 0.0
"예촌작은도서관", 제주특별자치도 서귀포시 남원읍 신례중앙로 37, 0, 0.0
"신촌리새마을작은도서관", 제주특별자치도 제주시 조천읍 신촌서5길 63, 0, 0.0
"푸른열매작은도서관", 제주특별자치도 제주시 조천읍 조천2길 6, 0, 0.0
"조천리새마을작은도서관", 제주특별자치도 제주시 조천읍 남조로 3128, 0, 0.0
"신례2리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 공천포로 69-1 신례2리사무소, 0, 0.0
"위미1리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 위미해안로 4-4 위미1리복지회관1층, 0, 0.0
"신흥리새마을작은도서관", 제주특별자치도 제주시 조천읍 신흥로 40, 0, 0.0
"위미2리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 태위로 197 위미2리복지회관1층, 0, 0.0
"조천읍도서관", 제주특별자치도 제주시 조천읍 일주동로 1189, 8, 5.0
"함덕리새마을작은도서관", 제주특별자치도 제주시 조천읍 신북로 516, 1, 0.0
"교래리새마을작은도서관", 제주특별자치도 제주시 조천읍 교래3길 98, 0, 0.0
"대흘2리마을문고", 제주특별자치도 제주시 조천읍 곱은달길 19, 0, 0.0
"위미3리새마을문고", 제주특별자치도 서귀포시 남원읍 태위로 381-5, 0, 0.0
"와산작은도서관", 제주특별자치도 제주시 조천읍 중산간동로 955, 0, 0.0
"한남리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 남한로 431 한남리복지회관1층, 0, 0.0
"북촌리새마을작은도서관", 제주특별자치도 제주시 조천읍 일주동로 1514, 0, 0.0
"제남도서관", 제주특별자치도 서귀포시 남원읍 남원체육관로 183, 8, 0.0
"남원119새마을문고", 제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23, 0, 0.0
"남원JC새마을작은도서관", 제주특별자치도 서귀포시 남원읍 남위남성로 22 남원jc회관1층, 0, 0.0
"동백동산새마을작은도서관", 제주특별자치도 제주시 조천읍 중산간동로 1280, 0, 0.0
"의귀리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 한신로 207 청년회관2층, 0, 0.0
"남원LH새마을작은도서관", 제주특별자치도 서귀포시 남원읍 남원체육관로 342 105동 지하1층, 0, 5.0
"태흥1리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 태위로 817 태흥1리복지회관2층, 0, 0.0
"태흥2리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 태신로 14 태흥2리복지회관1층, 0, 0.0
"김녕리새마을작은도서관", 제주특별자치도 서귀포시 남원읍 태신로 14 태흥2리복지회관1층, 0, 0.0
"태흥3리새마을 작은도서관", 제주특별자치도 제주시 구좌읍 김녕로 83, 0, 0.0
"웃토산작은도서관", 제주특별자치도 서귀포시 표선면 중산간동로5570번길 2, 0, 0.0
"가시새마을작은도서관", 제주특별자치도 서귀포시 표선면 가시로565번길 20, 0, 0.0
"오시리가름작은도서관", 제주특별자치도 서귀포시 표선면 중산간동로 5261, 0, 0.0
"성읍2리새마을작은도서관", 제주특별자치도 서귀포시 표선면 성읍이리로58번길 8, 0, 0.0
"당오름작은도서관", 제주특별자치도 제주시 구좌읍 중산간동로 2210 2층, 0, 0.0
"세화1리새마을작은도서관", 제주특별자치도 서귀포시 표선면 세성로 302, 0, 0.0
"갯머리작은도서관", 제주특별자치도 서귀포시 표선면 일주동로 6276 세화2리 사무소 2층, 0, 0.0
"표선도서관", 제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10, 12, 5.0
"삼달리작은도서관", 제주특별자치도 서귀포시 성산읍 삼달로 209, 0, 0.0
"동녘도서관", 제주특별자치도 제주시 구좌읍 일주동로 3148, 6, 0.0
"롯데홈쇼핑작은도서관 50호점", 제주특별자치도 제주시 구좌읍 평대13길 46, 0, 0.0
"수산초새마을문고", 제주특별자치도 서귀포시 성산읍 수시로 9, 0, 0.0
"온평열운이작은도서관", 제주특별자치도 서귀포시 성산읍 온평애향로23번길 6 4층, 0, 0.0
"아름인도서관", 제주특별자치도 서귀포시 성산읍 일출로 14-11, 1, 0.0
"성산일출도서관", 제주특별자치도 서귀포시 성산읍 고성오조로 133, 13, 0.0
"아쿠아플라넷제주 마린라이브러리", 제주특별자치도 서귀포시 성산읍 섭지코지로 95 2층, 1, 0.0
"우도작은도서관", 제주특별자치도 제주시 우도면 영일진사길 15-5 우도생활문화센터 2층, 0, 0.0
